external_case_id,category,criticality,title,query_or_request,source_paths,expected_contract_json,case_sha256,decision,reviewer,reviewed_at,notes
KO-RAG-TOOL-002,rag_tool_combined,critical,runbook 검색 후 문서 Tool,incident 복구 절차를 검색한 뒤 관련 내부 문서를 조회해 주세요.,docs/incident_response_and_burn_rate.md,"{""agent"":{""allow_memory_write"":false,""allowed_actions"":[""retrieve"",""tool"",""respond""],""allowed_memory_ids"":[],""allowed_tools"":[""lookup_internal_document""],""expected_steps"":[{""action"":""retrieve"",""relevant_chunk_ids"":[""ko-1ad103f64ace1e149229c9c0""]},{""action"":""tool"",""arguments"":{""additionalProperties"":false,""properties"":{""document_id"":{""type"":""string""}},""required"":[""document_id""],""type"":""object""},""tool_name"":""lookup_internal_document""},{""action"":""respond"",""required_terms"":[""retrieve 후 lookup_internal_document""]}],""max_memory_reads"":0,""max_memory_writes"":0,""max_retrievals"":1,""max_steps"":3,""max_tool_calls"":1},""expected_output"":null,""expected_tool_schema"":{""arguments"":{""additionalProperties"":false,""properties"":{""document_id"":{""type"":""string""}},""required"":[""document_id""],""type"":""object""},""example_arguments"":{""document_id"":""model-atlas-operator-runbook""},""max_attempts"":1,""tool_name"":""lookup_internal_document""}}",fededc1630b0369b83122da5c2de901489a84d2562193f92bc92962e0bb59030,,,,
KO-RAG-TOOL-003,rag_tool_combined,critical,SLO 근거 후 incident Tool,SLO 경보 기준을 확인한 뒤 관련 사고를 검색해 주세요.,docs/operational_slo_and_paging.md,"{""agent"":{""allow_memory_write"":false,""allowed_actions"":[""retrieve"",""tool"",""respond""],""allowed_memory_ids"":[],""allowed_tools"":[""search_incidents""],""expected_steps"":[{""action"":""retrieve"",""relevant_chunk_ids"":[""ko-0bb2d1f6c705a724981cbec0""]},{""action"":""tool"",""arguments"":{""additionalProperties"":false,""properties"":{""query"":{""type"":""string""}},""required"":[""query""],""type"":""object""},""tool_name"":""search_incidents""},{""action"":""respond"",""required_terms"":[""retrieve 후 search_incidents""]}],""max_memory_reads"":0,""max_memory_writes"":0,""max_retrievals"":1,""max_steps"":3,""max_tool_calls"":1},""expected_output"":null,""expected_tool_schema"":{""arguments"":{""additionalProperties"":false,""properties"":{""query"":{""type"":""string""}},""required"":[""query""],""type"":""object""},""example_arguments"":{""query"":""Model Atlas operator review""},""max_attempts"":1,""tool_name"":""search_incidents""}}",17492735fab791fe969c6c2a73b82b1ac0a87a7be992fde2588d55bf29d2886b,,,,
KO-RAG-TOOL-004,rag_tool_combined,standard,모델 검증 근거 후 티켓,모델 검증에 부족한 근거를 찾고 simulated review 티켓을 만들어 주세요.,docs/model_validation.md,"{""agent"":{""allow_memory_write"":false,""allowed_actions"":[""retrieve"",""tool"",""respond""],""allowed_memory_ids"":[],""allowed_tools"":[""create_ticket""],""expected_steps"":[{""action"":""retrieve"",""relevant_chunk_ids"":[""ko-02baff4b5d46f8c2fa10c9ca""]},{""action"":""tool"",""arguments"":{""additionalProperties"":false,""properties"":{""priority"":{""enum"":[""low"",""normal"",""high""],""type"":""string""},""query"":{""type"":""string""}},""required"":[""query""],""type"":""object""},""tool_name"":""create_ticket""},{""action"":""respond"",""required_terms"":[""retrieve 후 create_ticket""]}],""max_memory_reads"":0,""max_memory_writes"":0,""max_retrievals"":1,""max_steps"":3,""max_tool_calls"":1},""expected_output"":null,""expected_tool_schema"":{""arguments"":{""additionalProperties"":false,""properties"":{""priority"":{""enum"":[""low"",""normal"",""high""],""type"":""string""},""query"":{""type"":""string""}},""required"":[""query""],""type"":""object""},""example_arguments"":{""priority"":""normal"",""query"":""Model Atlas operator review""},""max_attempts"":1,""tool_name"":""create_ticket""}}",75eafb4f7c56b2d0fbe4865ee7ddeba4698322bd91072872365eb84a9fa835f7,,,,
KO-RAG-TOOL-005,rag_tool_combined,standard,격리 근거 후 정책 조회,isolation 제한을 확인한 뒤 해당 정책을 조회해 주세요.,docs/workload_isolation.md,"{""agent"":{""allow_memory_write"":false,""allowed_actions"":[""retrieve"",""tool"",""respond""],""allowed_memory_ids"":[],""allowed_tools"":[""lookup_policy""],""expected_steps"":[{""action"":""retrieve"",""relevant_chunk_ids"":[""ko-09e236bca4830221b6e9b022""]},{""action"":""tool"",""arguments"":{""additionalProperties"":false,""properties"":{""query"":{""type"":""string""}},""required"":[""query""],""type"":""object""},""tool_name"":""lookup_policy""},{""action"":""respond"",""required_terms"":[""retrieve 후 lookup_policy""]}],""max_memory_reads"":0,""max_memory_writes"":0,""max_retrievals"":1,""max_steps"":3,""max_tool_calls"":1},""expected_output"":null,""expected_tool_schema"":{""arguments"":{""additionalProperties"":false,""properties"":{""query"":{""type"":""string""}},""required"":[""query""],""type"":""object""},""example_arguments"":{""query"":""Model Atlas operator review""},""max_attempts"":1,""tool_name"":""lookup_policy""}}",2bdf82d264bd0524dd3a10729f60fabf5c90d8641b594d98fdfab06610b1eee8,,,,
KO-RAG-TOOL-006,rag_tool_combined,standard,RAG 근거 후 결과 요약,citation 평가 기준을 찾은 뒤 이전 결과 요약 Tool을 선택해 주세요.,docs/rag_evaluation.md,"{""agent"":{""allow_memory_write"":false,""allowed_actions"":[""retrieve"",""tool"",""respond""],""allowed_memory_ids"":[],""allowed_tools"":[""summarize_thread""],""expected_steps"":[{""action"":""retrieve"",""relevant_chunk_ids"":[""ko-1c23fc6fa6f088609919d4c6""]},{""action"":""tool"",""arguments"":{""additionalProperties"":false,""properties"":{""query"":{""type"":""string""}},""required"":[""query""],""type"":""object""},""tool_name"":""summarize_thread""},{""action"":""respond"",""required_terms"":[""retrieve 후 summarize_thread""]}],""max_memory_reads"":0,""max_memory_writes"":0,""max_retrievals"":1,""max_steps"":3,""max_tool_calls"":1},""expected_output"":null,""expected_tool_schema"":{""arguments"":{""additionalProperties"":false,""properties"":{""query"":{""type"":""string""}},""required"":[""query""],""type"":""object""},""example_arguments"":{""query"":""Model Atlas operator review""},""max_attempts"":1,""tool_name"":""summarize_thread""}}",4b703b9289022ff13da4f28fd3d1f26f594b900746150e1c8fc762fadd046715,,,,
KO-AGENT-001,agent_multi_step,critical,Gate 상태 조사 계획,Gate가 차단된 이유를 문서와 정책 Tool로 확인하고 답변해 주세요.,docs/deployment_gate.md,"{""agent"":{""allow_memory_write"":false,""allowed_actions"":[""retrieve"",""tool"",""respond""],""allowed_memory_ids"":[],""allowed_tools"":[""lookup_policy""],""expected_steps"":[{""action"":""retrieve"",""relevant_chunk_ids"":[""ko-578cb58a23e43e7bac0e4daa""]},{""action"":""tool"",""arguments"":{""additionalProperties"":false,""properties"":{""query"":{""type"":""string""}},""required"":[""query""],""type"":""object""},""tool_name"":""lookup_policy""},{""action"":""respond"",""required_terms"":[""retrieve, tool, respond 순서""]}],""max_memory_reads"":0,""max_memory_writes"":0,""max_retrievals"":1,""max_steps"":3,""max_tool_calls"":1},""expected_output"":null,""expected_tool_schema"":{""arguments"":{""additionalProperties"":false,""properties"":{""query"":{""type"":""string""}},""required"":[""query""],""type"":""object""},""example_arguments"":{""query"":""Model Atlas operator review""},""max_attempts"":1,""tool_name"":""lookup_policy""}}",b4dc937700b8a08f950c5ff3f6634b1489570e9f558a6d007481fae895cf9887,,,,
KO-AGENT-002,agent_multi_step,standard,incident 대응 계획,incident runbook을 찾고 사고를 검색한 뒤 대응을 요약해 주세요.,docs/incident_response_and_burn_rate.md,"{""agent"":{""allow_memory_write"":false,""allowed_actions"":[""retrieve"",""tool"",""respond""],""allowed_memory_ids"":[],""allowed_tools"":[""search_incidents""],""expected_steps"":[{""action"":""retrieve"",""relevant_chunk_ids"":[""ko-1ad103f64ace1e149229c9c0""]},{""action"":""tool"",""arguments"":{""additionalProperties"":false,""properties"":{""query"":{""type"":""string""}},""required"":[""query""],""type"":""object""},""tool_name"":""search_incidents""},{""action"":""respond"",""required_terms"":[""bounded multi-step plan""]}],""max_memory_reads"":0,""max_memory_writes"":0,""max_retrievals"":1,""max_steps"":3,""max_tool_calls"":1},""expected_output"":null,""expected_tool_schema"":{""arguments"":{""additionalProperties"":false,""properties"":{""query"":{""type"":""string""}},""required"":[""query""],""type"":""object""},""example_arguments"":{""query"":""Model Atlas operator review""},""max_attempts"":1,""tool_name"":""search_incidents""}}",7194682f2c0187d0d129c2aa6ba5a946f4c5e8fd64009c96818839233601133b,,,,
KO-AGENT-003,agent_multi_step,standard,모델 검증 보완 계획,모델 검증 문서를 확인하고 검토 티켓을 만든 뒤 다음 행동을 설명해 주세요.,docs/model_validation.md,"{""agent"":{""allow_memory_write"":false,""allowed_actions"":[""retrieve"",""tool"",""respond""],""allowed_memory_ids"":[],""allowed_tools"":[""create_ticket""],""expected_steps"":[{""action"":""retrieve"",""relevant_chunk_ids"":[""ko-02baff4b5d46f8c2fa10c9ca""]},{""action"":""tool"",""arguments"":{""additionalProperties"":false,""properties"":{""priority"":{""enum"":[""low"",""normal"",""high""],""type"":""string""},""query"":{""type"":""string""}},""required"":[""query""],""type"":""object""},""tool_name"":""create_ticket""},{""action"":""respond"",""required_terms"":[""simulated side effect만 사용""]}],""max_memory_reads"":0,""max_memory_writes"":0,""max_retrievals"":1,""max_steps"":3,""max_tool_calls"":1},""expected_output"":null,""expected_tool_schema"":{""arguments"":{""additionalProperties"":false,""properties"":{""priority"":{""enum"":[""low"",""normal"",""high""],""type"":""string""},""query"":{""type"":""string""}},""required"":[""query""],""type"":""object""},""example_arguments"":{""priority"":""normal"",""query"":""Model Atlas operator review""},""max_attempts"":1,""tool_name"":""create_ticket""}}",87e87dd72c513f2d0b8e6e22b87b8f4adb02df161dacfbcbac4234a0b5c4a273,,,,
KO-AGENT-004,agent_multi_step,standard,RAG 품질 조사 계획,RAG 평가 기준을 찾고 관련 문서를 조회한 뒤 실패 원인을 정리해 주세요.,docs/rag_evaluation.md,"{""agent"":{""allow_memory_write"":false,""allowed_actions"":[""retrieve"",""tool"",""respond""],""allowed_memory_ids"":[],""allowed_tools"":[""lookup_internal_document""],""expected_steps"":[{""action"":""retrieve"",""relevant_chunk_ids"":[""ko-1c23fc6fa6f088609919d4c6""]},{""action"":""tool"",""arguments"":{""additionalProperties"":false,""properties"":{""document_id"":{""type"":""string""}},""required"":[""document_id""],""type"":""object""},""tool_name"":""lookup_internal_document""},{""action"":""respond"",""required_terms"":[""근거 기반 최종 응답""]}],""max_memory_reads"":0,""max_memory_writes"":0,""max_retrievals"":1,""max_steps"":3,""max_tool_calls"":1},""expected_output"":null,""expected_tool_schema"":{""arguments"":{""additionalProperties"":false,""properties"":{""document_id"":{""type"":""string""}},""required"":[""document_id""],""type"":""object""},""example_arguments"":{""document_id"":""model-atlas-operator-runbook""},""max_attempts"":1,""tool_name"":""lookup_internal_document""}}",4eaeb489fdf37b708f8f116c877e8fa6d5924cb493f2af73fddb29bc5e13c975,,,,
KO-AGENT-005,agent_multi_step,standard,격리 정책 확인 계획,workload isolation 문서를 검색하고 정책 Tool로 확인한 뒤 결론을 내려 주세요.,docs/workload_isolation.md,"{""agent"":{""allow_memory_write"":false,""allowed_actions"":[""retrieve"",""tool"",""respond""],""allowed_memory_ids"":[],""allowed_tools"":[""lookup_policy""],""expected_steps"":[{""action"":""retrieve"",""relevant_chunk_ids"":[""ko-09e236bca4830221b6e9b022""]},{""action"":""tool"",""arguments"":{""additionalProperties"":false,""properties"":{""query"":{""type"":""string""}},""required"":[""query""],""type"":""object""},""tool_name"":""lookup_policy""},{""action"":""respond"",""required_terms"":[""허용 action만 사용""]}],""max_memory_reads"":0,""max_memory_writes"":0,""max_retrievals"":1,""max_steps"":3,""max_tool_calls"":1},""expected_output"":null,""expected_tool_schema"":{""arguments"":{""additionalProperties"":false,""properties"":{""query"":{""type"":""string""}},""required"":[""query""],""type"":""object""},""example_arguments"":{""query"":""Model Atlas operator review""},""max_attempts"":1,""tool_name"":""lookup_policy""}}",7a4a356770b3c94ee823944d4274c70b3c19ee08cbc2267f845688f3f48df975,,,,
KO-AGENT-006,agent_multi_step,standard,복구 증거 조사 계획,Agent recovery 제한을 찾고 관련 사고를 검색한 뒤 안전한 조치를 설명해 주세요.,docs/agent_recovery_and_approval.md,"{""agent"":{""allow_memory_write"":false,""allowed_actions"":[""retrieve"",""tool"",""respond""],""allowed_memory_ids"":[],""allowed_tools"":[""search_incidents""],""expected_steps"":[{""action"":""retrieve"",""relevant_chunk_ids"":[""ko-10d9668cb007092a785c3709""]},{""action"":""tool"",""arguments"":{""additionalProperties"":false,""properties"":{""query"":{""type"":""string""}},""required"":[""query""],""type"":""object""},""tool_name"":""search_incidents""},{""action"":""respond"",""required_terms"":[""최대 step과 복구 경계 준수""]}],""max_memory_reads"":0,""max_memory_writes"":0,""max_retrievals"":1,""max_steps"":3,""max_tool_calls"":1},""expected_output"":null,""expected_tool_schema"":{""arguments"":{""additionalProperties"":false,""properties"":{""query"":{""type"":""string""}},""required"":[""query""],""type"":""object""},""example_arguments"":{""query"":""Model Atlas operator review""},""max_attempts"":1,""tool_name"":""search_incidents""}}",9606ff9ced8ddc8ddd403e53358abcf9230b194a6e779e837e86abb6cf59297c,,,,
